seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	93426716	93426925	210	*	X01339	388650	93298286	93427079	128794	-	0	inside	153	DIPK1A
chr1	93427008	93427112	105	*	X01340	388650	93298286	93427079	128794	-	0	overlapStart	0	DIPK1A
chr1	93645175	93645264	90	*	X01344	343099	93646281	93744287	98007	+	1016	upstream	1016	CCDC18
chr1	93645955	93646074	120	*	X01345	343099	93646281	93744287	98007	+	206	upstream	206	CCDC18
chr1	93645955	93646074	120	*	X01345	50999	93615299	93646246	30948	-	0	inside	171	TMED5
chr1	93646726	93646800	75	*	X01346	50999	93615299	93646246	30948	-	479	upstream	479	TMED5
chr1	93810940	93811044	105	*	X01347	1810	93811478	93828148	16671	+	433	upstream	433	DR1
chr1	93811400	93811489	90	*	X01348	1810	93811478	93828148	16671	+	0	overlapStart	0	DR1
chr1	93811400	93811489	90	*	X01348	100131564	93775666	93811368	35703	-	31	upstream	31	CCDC18-AS1
chr1	94311809	94312033	225	*	X01352	100126348	94312388	94312467	80	+	354	upstream	354	MIR760
chr1	94883684	94883773	90	*	X01357	5825	94883933	94984219	100287	+	159	upstream	159	ABCD3
chr1	95007257	95007456	200	*	X01361	2152	94994732	95007413	12682	-	0	overlapStart	0	F3
chr1	95285812	95285946	135	*	X01363	126969	95285898	95360803	74906	+	0	overlapStart	0	SLC44A3
chr1	95392758	95392877	120	*	X01366	729970	95393584	95428826	35243	+	706	upstream	706	LOC729970
chr1	95392758	95392877	120	*	X01366	1266	95362507	95392735	30229	-	22	upstream	22	CNN3
chr1	95699855	95699974	120	*	X01368	25950	95699711	95712781	13071	+	0	inside	143	RWDD3
chr1	97186988	97187107	120	*	X01370	58155	97187175	97280605	93431	+	67	upstream	67	PTBP2
chr1	98386302	98386406	105	*	X01373	1806	97543300	98386615	843316	-	0	inside	208	DPYD
chr1	98386718	98386852	135	*	X01374	1806	97543300	98386615	843316	-	102	upstream	102	DPYD
chr1	98387292	98387411	120	*	X01375	1806	97543300	98386615	843316	-	676	upstream	676	DPYD
chr1	98511287	98511481	195	*	X01376	100616452	98510799	98510907	109	-	379	upstream	379	MIR2682
chr1	99729812	99729901	90	*	X01379	9890	99729848	99775138	45291	+	0	overlapStart	0	PLPPR4
chr1	99729947	99730156	210	*	X01380	9890	99729848	99775138	45291	+	0	inside	98	PLPPR4
chr1	100315725	100315919	195	*	X01383	178	100315640	100389579	73940	+	0	inside	84	AGL
chr1	100503569	100503673	105	*	X01385	64645	100503789	100548929	45141	+	115	upstream	115	MFSD14A
chr1	100503872	100503991	120	*	X01386	64645	100503789	100548929	45141	+	0	inside	82	MFSD14A
chr1	100598879	100598968	90	*	X01388	54482	100598706	100616054	17349	+	0	inside	172	TRMT13
chr1	100598879	100598968	90	*	X01388	163786	100549102	100598511	49410	-	367	upstream	367	SASS6
chr1	104067914	104067958	45	*	X01396	55599	104068578	104097859	29282	+	619	upstream	619	RNPC3
chr1	104068079	104068112	34	*	X01397	55599	104068578	104097859	29282	+	465	upstream	465	RNPC3
chr1	104068258	104068288	31	*	X01398	55599	104068578	104097859	29282	+	289	upstream	289	RNPC3
chr1	107599062	107599211	150	*	X01399	55170	107599267	107601916	2650	+	55	upstream	55	PRMT6
chr1	107682567	107682776	210	*	X01400	22854	107682629	108024475	341847	+	0	overlapStart	0	NTNG1
chr1	109102411	109102515	105	*	X01403	284611	109102971	109181949	78979	+	455	upstream	455	FAM102B
chr1	109102523	109102610	88	*	X01404	284611	109102971	109181949	78979	+	360	upstream	360	FAM102B
chr1	109235102	109235206	105	*	X01405	55119	109234932	109244422	9491	+	0	inside	169	PRPF38B
chr1	109289234	109289368	135	*	X01408	6814	109289285	109352148	62864	+	0	overlapStart	0	STXBP3
chr1	109505852	109505971	120	*	X01410	23155	109472130	109506121	33992	-	0	inside	149	CLCC1
chr1	109505852	109505971	120	*	X01410	254268	109358520	109506121	147602	-	0	inside	149	AKNAD1
chr1	109584833	109584837	5	*	X01412	22911	109512838	109584850	72013	-	0	inside	12	WDR47
chr1	109584946	109584967	22	*	X01413	22911	109512838	109584850	72013	-	95	upstream	95	WDR47
chr1	109584986	109585060	75	*	X01414	22911	109512838	109584850	72013	-	135	upstream	135	WDR47
chr1	109633509	109633628	120	*	X01415	56900	109633403	109639554	6152	+	0	inside	105	TMEM167B
chr1	109940488	109940592	105	*	X01417	6272	109852188	109940563	88376	-	0	overlapStart	0	SORT1
chr1	109968808	109968927	120	*	X01418	5686	109941653	109969108	27456	-	0	inside	180	PSMA5
chr1	109969981	109970070	90	*	X01419	5686	109941653	109969108	27456	-	872	upstream	872	PSMA5
chr1	110026407	110026445	39	*	X01422	127002	110026561	110035420	8860	+	115	upstream	115	ATXN7L2
chr1	110026486	110026616	131	*	X01423	127002	110026561	110035420	8860	+	0	overlapStart	0	ATXN7L2
chr1	110026658	110026942	285	*	X01424	127002	110026561	110035420	8860	+	0	inside	96	ATXN7L2
chr1	110051952	110052086	135	*	X01427	57463	110049446	110052336	2891	-	0	inside	249	AMIGO1
chr1	110052713	110052862	150	*	X01428	57463	110049446	110052336	2891	-	376	upstream	376	AMIGO1
chr1	110254622	110254771	150	*	X01438	2949	110254864	110260890	6027	+	92	upstream	92	GSTM5
chr1	110254787	110254906	120	*	X01439	2949	110254864	110260890	6027	+	0	overlapStart	0	GSTM5
chr1	110254967	110255221	255	*	X01440	2949	110254864	110260890	6027	+	0	inside	102	GSTM5
chr1	110453174	110453398	225	*	X01443	1435	110453233	110473616	20384	+	0	overlapStart	0	CSF1
chr1	110527607	110527771	165	*	X01447	10768	110527387	110566364	38978	+	0	inside	219	AHCYL1
chr1	110752683	110752817	135	*	X01450	3749	110753336	110776674	23339	+	518	upstream	518	KCNC4
chr1	110752911	110753045	135	*	X01451	3749	110753336	110776674	23339	+	290	upstream	290	KCNC4
chr1	110753166	110753465	300	*	X01452	3749	110753336	110776674	23339	+	0	overlapStart	0	KCNC4
chr1	110881912	110882061	150	*	X01453	64783	110881945	110889303	7359	+	0	overlapStart	0	RBM15
chr1	110881912	110882061	150	*	X01453	440600	110828999	110881793	52795	-	118	upstream	118	RBM15-AS1
chr1	111682356	111682475	120	*	X01454	10390	111682249	111727724	45476	+	0	inside	106	CEPT1
chr1	111683074	111683358	285	*	X01455	128338	111659954	111682838	22885	-	235	upstream	235	DRAM2
chr1	111746668	111746870	203	*	X01456	79961	111728591	111747160	18570	-	0	inside	289	DENND2D
chr1	111889343	111889417	75	*	X01457	128344	111889195	111895639	6445	+	0	inside	147	PIFO
chr1	111991558	111991707	150	*	X01458	515	111991462	112004525	13064	+	0	inside	95	ATP5PB
chr1	111991558	111991707	150	*	X01458	79084	111982512	111991830	9319	-	0	inside	122	WDR77
chr1	111991723	111991857	135	*	X01459	515	111991462	112004525	13064	+	0	inside	260	ATP5PB
chr1	111991723	111991857	135	*	X01459	79084	111982512	111991830	9319	-	0	overlapStart	0	WDR77
chr1	111992293	111992457	165	*	X01460	79084	111982512	111991830	9319	-	462	upstream	462	WDR77
chr1	111992470	111992604	135	*	X01461	79084	111982512	111991830	9319	-	639	upstream	639	WDR77
chr1	112280922	112281071	150	*	X01465	100506343	112282463	112290420	7958	+	1391	upstream	1391	INKA2-AS1
chr1	112282347	112282436	90	*	X01466	100506343	112282463	112290420	7958	+	26	upstream	26	INKA2-AS1
chr1	112298859	112299008	150	*	X01468	55924	112264686	112298419	33734	-	439	upstream	439	INKA2
chr1	112938562	112938636	75	*	X01469	55917	112938800	113003786	64987	+	163	upstream	163	CTTNBP2NL
chr1	112939087	112939266	180	*	X01470	55917	112938800	113003786	64987	+	0	inside	286	CTTNBP2NL
chr1	113161435	113161539	105	*	X01476	829	113162075	113214241	52167	+	535	upstream	535	CAPZA1
chr1	113216503	113216592	90	*	X01477	4343	113217048	113243368	26321	+	455	upstream	455	MOV10
chr1	113216788	113216907	120	*	X01478	4343	113217048	113243368	26321	+	140	upstream	140	MOV10
chr1	113217234	113217458	225	*	X01479	4343	113217048	113243368	26321	+	0	inside	185	MOV10
chr1	113257858	113257977	120	*	X01485	333926	113252616	113257950	5335	-	0	overlapStart	0	PPM1J
chr1	113258424	113258528	105	*	X01486	333926	113252616	113257950	5335	-	473	upstream	473	PPM1J
chr1	113258533	113258592	60	*	X01487	333926	113252616	113257950	5335	-	582	upstream	582	PPM1J
chr1	113500014	113500178	165	*	X01490	6566	113454470	113498975	44506	-	1038	upstream	1038	SLC16A1
chr1	114446400	114446519	120	*	X01494	64858	114447915	114456708	8794	+	1395	upstream	1395	DCLRE1B
chr1	114447450	114447689	240	*	X01495	64858	114447915	114456708	8794	+	225	upstream	225	DCLRE1B
chr1	114447450	114447689	240	*	X01495	10717	114437371	114447741	10371	-	0	inside	51	AP4B1
chr1	114448905	114449047	143	*	X01496	10717	114437371	114447741	10371	-	1163	upstream	1163	AP4B1
chr1	114521961	114522050	90	*	X01499	56944	114522030	114524876	2847	+	0	overlapStart	0	OLFML3
chr1	115053443	115053562	120	*	X01504	51592	114935399	115053781	118383	-	0	inside	218	TRIM33
chr1	115053668	115053772	105	*	X01505	51592	114935399	115053781	118383	-	0	inside	8	TRIM33
chr1	115212578	115212772	195	*	X01506	163259	115064017	115213044	149028	-	0	inside	271	DENND2C
chr1	115213313	115213354	42	*	X01507	163259	115064017	115213044	149028	-	268	upstream	268	DENND2C
chr1	115259303	115259512	210	*	X01509	4893	115247085	115259515	12431	-	0	inside	2	NRAS
chr1	115631749	115631898	150	*	X01512	10100	115590633	115632121	41489	-	0	inside	222	TSPAN2
chr1	115881133	115881237	105	*	X01514	4803	115828537	115880857	52321	-	275	upstream	275	NGF
chr1	116184128	116184307	180	*	X01515	81839	116184574	116240845	56272	+	266	upstream	266	VANGL1
chr1	117113223	117113450	228	*	X01522	965	117057156	117113715	56560	-	0	inside	264	CD58
chr1	117113616	117113750	135	*	X01523	965	117057156	117113715	56560	-	0	overlapStart	0	CD58
chr1	117452444	117452503	60	*	X01526	5738	117452689	117532972	80284	+	185	upstream	185	PTGFRN
chr1	117452609	117452713	105	*	X01527	5738	117452689	117532972	80284	+	0	overlapStart	0	PTGFRN
chr1	117452759	117452878	120	*	X01528	5738	117452689	117532972	80284	+	0	inside	69	PTGFRN
chr1	117602368	117602472	105	*	X01529	8458	117602949	117645491	42543	+	476	upstream	476	TTF2
chr1	117664003	117664242	240	*	X01530	80263	117653677	117664411	10735	-	0	inside	168	TRIM45
chr1	117664513	117664557	45	*	X01531	80263	117653677	117664411	10735	-	101	upstream	101	TRIM45
chr1	118148880	118148999	120	*	X01532	54855	118148604	118171011	22408	+	0	inside	275	TENT5C
chr1	120190149	120190253	105	*	X01539	90874	120162000	120190390	28391	-	0	inside	136	ZNF697
chr1	120612018	120612062	45	*	X01543	4853	120454176	120612317	158142	-	0	inside	254	NOTCH2
chr1	143914301	143914353	53	*	X01546	728833	143896452	143913143	16692	-	1157	upstream	1157	FAM72D
chr1	145438139	145438258	120	*	X01554	10628	145438462	145442628	4167	+	203	upstream	203	TXNIP
chr1	145471988	145472032	45	*	X01555	84265	145456236	145470387	14152	-	1600	upstream	1600	POLR3GL
chr1	145472312	145472446	135	*	X01556	84265	145456236	145470387	14152	-	1924	upstream	1924	POLR3GL
chr1	145476887	145477006	120	*	X01560	128077	145477085	145499091	22007	+	78	upstream	78	LIX1L
chr1	145477217	145477306	90	*	X01561	128077	145477085	145499091	22007	+	0	inside	131	LIX1L
chr1	145516017	145516136	120	*	X01562	8799	145516165	145523732	7568	+	28	upstream	28	PEX11B
chr1	145516345	145516584	240	*	X01563	8799	145516165	145523732	7568	+	0	inside	179	PEX11B
chr1	145548730	145549044	315	*	X01564	148741	145549209	145568526	19318	+	164	upstream	164	ANKRD35
chr1	145549090	145549269	180	*	X01565	148741	145549209	145568526	19318	+	0	overlapStart	0	ANKRD35
chr1	145549497	145549523	27	*	X01566	148741	145549209	145568526	19318	+	0	inside	287	ANKRD35
chr1	145575582	145575686	105	*	X01568	10401	145575290	145586546	11257	+	0	inside	291	PIAS3
chr1	145610447	145610566	120	*	X01572	27246	145611036	145688776	77741	+	469	upstream	469	RNF115
chr1	145611662	145611775	114	*	X01573	10623	145592605	145610884	18280	-	777	upstream	777	POLR3C
chr1	145827098	145827189	92	*	X01577	653519	145764595	145827103	62509	-	0	overlapStart	0	GPR89A
chr1	146643738	146643842	105	*	X01581	5565	146626685	146644129	17445	-	0	inside	286	PRKAB2
chr1	146697779	146697837	59	*	X01582	2330	146655884	146697230	41347	-	548	upstream	548	FMO5
chr1	146714539	146714658	120	*	X01583	9557	146714291	146767447	53157	+	0	inside	247	CHD1L
chr1	147013131	147013202	72	*	X01584	607	147013182	147098015	84834	+	0	overlapStart	0	BCL9
chr1	147400391	147400478	88	*	X01588	51463	147400506	147465755	65250	+	27	upstream	27	GPR89B
chr1	147807155	147807289	135	*	X01589	100847044	147806603	147806678	76	-	476	upstream	476	MIR5087
chr1	148556322	148556441	120	*	X01591	284565	148558188	148596267	38080	+	1746	upstream	1746	NBPF15
chr1	149784474	149784503	30	*	X01599	440689	149754245	149783928	29684	-	545	upstream	545	H2BC18
chr1	149857449	149857583	135	*	X01603	8338	149858525	149858961	437	+	941	upstream	941	H2AC20
chr1	149859950	149860099	150	*	X01604	8349	149856010	149858232	2223	-	1717	upstream	1717	H2BC21
chr1	149859950	149860099	150	*	X01604	317772	149859019	149859466	448	-	483	upstream	483	H2AC21
chr1	149889065	149889169	105	*	X01608	9900	149874872	149889434	14563	-	0	inside	264	SV2A
chr1	149889350	149889469	120	*	X01609	9900	149874872	149889434	14563	-	0	overlapStart	0	SV2A
chr1	149909034	149909168	135	*	X01610	10903	149900543	149908791	8249	-	242	upstream	242	MTMR11
chr1	149982318	149982512	195	*	X01613	56957	149912232	149982686	70455	-	0	inside	173	OTUD7B
chr1	150121516	150121635	120	*	X01615	51177	150121767	150131825	10059	+	131	upstream	131	PLEKHO1
chr1	150241258	150241392	135	*	X01626	51107	150237799	150241609	3811	-	0	inside	216	APH1A
chr1	150241985	150242074	90	*	X01627	51107	150237799	150241609	3811	-	375	upstream	375	APH1A
chr1	150254893	150255012	120	*	X01628	148523	150254953	150259501	4549	+	0	overlapStart	0	CIART
chr1	150294193	150294432	240	*	X01630	9129	150293928	150325704	31777	+	0	inside	264	PRPF3
chr1	150336267	150336416	150	*	X01631	23248	150336990	150449041	112052	+	573	upstream	573	RPRD2
chr1	150336972	150337106	135	*	X01632	23248	150336990	150449041	112052	+	0	overlapStart	0	RPRD2
chr1	150459352	150459413	62	*	X01633	80222	150459840	150480085	20246	+	426	upstream	426	TARS2
chr1	150521805	150521879	75	*	X01636	54507	150521898	150533412	11515	+	18	upstream	18	ADAMTSL4
chr1	150522810	150522896	87	*	X01637	100422997	150524405	150524490	86	+	1508	upstream	1508	MIR4257
chr1	150552263	150552352	90	*	X01642	4170	150547027	150552214	5188	-	48	upstream	48	MCL1
chr1	150602249	150602338	90	*	X01644	2029	150594599	150602098	7500	-	150	upstream	150	ENSA
chr1	150669446	150669580	135	*	X01646	55204	150618701	150669672	50972	-	0	inside	91	GOLPH3L
chr1	150780830	150780949	120	*	X01647	1513	150768684	150780917	12234	-	0	overlapStart	0	CTSK
chr1	150899041	150899265	225	*	X01650	9869	150898815	150937220	38406	+	0	inside	225	SETDB1
chr1	150947397	150947456	60	*	X01656	29956	150937649	150947479	9831	-	0	inside	22	CERS2
chr1	150947547	150947666	120	*	X01657	29956	150937649	150947479	9831	-	67	upstream	67	CERS2
chr1	150981256	150981360	105	*	X01658	58497	150980973	151008189	27217	+	0	inside	282	PRUNE1
chr1	150981256	150981360	105	*	X01658	55793	150969301	150980854	11554	-	401	upstream	401	MINDY1
chr1	151020162	151020341	180	*	X01659	54964	151020259	151023871	3613	+	0	overlapStart	0	C1orf56
chr1	151030764	151030913	150	*	X01660	10962	151032151	151040973	8823	+	1237	upstream	1237	MLLT11
chr1	151031052	151031171	120	*	X01661	10962	151032151	151040973	8823	+	979	upstream	979	MLLT11
chr1	151031622	151031831	210	*	X01662	10962	151032151	151040973	8823	+	319	upstream	319	MLLT11
chr1	151031622	151031831	210	*	X01662	56882	151023447	151032125	8679	-	0	inside	293	CDC42SE1
chr1	151032267	151032416	150	*	X01663	10962	151032151	151040973	8823	+	0	inside	115	MLLT11
chr1	151032267	151032416	150	*	X01663	56882	151023447	151032125	8679	-	141	upstream	141	CDC42SE1
chr1	151137765	151137989	225	*	X01665	79005	151138498	151142773	4276	+	508	upstream	508	SCNM1
chr1	151139329	151139448	120	*	X01666	388695	151132224	151138424	6201	-	904	upstream	904	LYSMD1
chr1	151162241	151162480	240	*	X01667	6944	151148776	151162689	13914	-	0	inside	208	VPS72
chr1	151162676	151162780	105	*	X01668	6944	151148776	151162689	13914	-	0	overlapStart	0	VPS72
chr1	151227315	151227449	135	*	X01673	5710	151227197	151239954	12758	+	0	inside	117	PSMD4
chr1	151253818	151253937	120	*	X01674	57592	151254094	151264381	10288	+	156	upstream	156	ZNF687
chr1	151300179	151300328	150	*	X01680	5298	151264273	151300191	35919	-	0	overlapStart	0	PI4KB
chr1	151319964	151320053	90	*	X01682	5993	151313116	151319769	6654	-	194	upstream	194	RFX5
chr1	151344939	151345028	90	*	X01685	8991	151336778	151345210	8433	-	0	inside	181	SELENBP1
chr1	151345194	151345313	120	*	X01686	8991	151336778	151345210	8433	-	0	overlapStart	0	SELENBP1
chr1	151431698	151431959	262	*	X01691	23126	151375200	151431941	56742	-	0	overlapStart	0	POGZ
chr1	151484108	151484227	120	*	X01694	57530	151483862	151511167	27306	+	0	inside	245	CGN
chr1	151584227	151584346	120	*	X01697	81609	151584541	151671559	87019	+	194	upstream	194	SNX27
chr1	151735536	151735745	210	*	X01702	51686	151735445	151743806	8362	+	0	inside	90	OAZ3
chr1	151735536	151735745	210	*	X01702	65005	151732123	151736040	3918	-	0	inside	294	MRPL9
chr1	151762652	151763026	375	*	X01703	11022	151742583	151763010	20428	-	0	overlapStart	0	TDRKH
chr1	151763718	151763927	210	*	X01704	11022	151742583	151763010	20428	-	707	upstream	707	TDRKH
chr1	151966328	151966492	165	*	X01706	6281	151955386	151966714	11329	-	0	inside	221	S100A10
chr1	152009618	152009722	105	*	X01708	6282	152004982	152009511	4530	-	106	upstream	106	S100A11
chr1	153508453	153508572	120	*	X01714	6277	153507076	153508717	1642	-	0	inside	144	S100A6
chr1	153518589	153518691	103	*	X01715	6275	153516095	153518282	2188	-	306	upstream	306	S100A4
chr1	153538794	153539042	249	*	X01716	6273	153533585	153538306	4722	-	487	upstream	487	S100A2
chr1	153585133	153585267	135	*	X01724	140576	153579367	153585514	6148	-	0	inside	246	S100A16
chr1	153585463	153585732	270	*	X01725	140576	153579367	153585514	6148	-	0	overlapStart	0	S100A16
chr1	153599737	153599856	120	*	X01726	6271	153600873	153604513	3641	+	1016	upstream	1016	S100A1
chr1	153606892	153607056	165	*	X01727	6284	153591276	153606568	15293	-	323	upstream	323	S100A13
chr1	153631372	153631536	165	*	X01728	23557	153631130	153634328	3199	+	0	inside	241	SNAPIN
chr1	153643085	153643219	135	*	X01729	3608	153634264	153643504	9241	-	0	inside	284	ILF2
chr1	153651037	153651156	120	*	X01730	4881	153651164	153666468	15305	+	7	upstream	7	NPR1
chr1	153700064	153700333	270	*	X01732	65123	153700549	153746555	46007	+	215	upstream	215	INTS3
chr1	153700439	153700573	135	*	X01733	65123	153700549	153746555	46007	+	0	overlapStart	0	INTS3
chr1	153747720	153747914	195	*	X01735	11000	153747768	153752633	4866	+	0	overlapStart	0	SLC27A3
chr1	153895307	153895456	150	*	X01738	57459	153777203	153895451	118249	-	0	overlapStart	0	GATAD2B
chr1	153919022	153919186	165	*	X01740	9909	153901977	153919154	17178	-	0	overlapStart	0	DENND4B
chr1	153919592	153919711	120	*	X01741	9909	153901977	153919154	17178	-	437	upstream	437	DENND4B
chr1	153930917	153931021	105	*	X01743	200186	153920148	153931132	10985	-	0	inside	110	CRTC2
chr1	153931348	153931467	120	*	X01744	200186	153920148	153931132	10985	-	215	upstream	215	CRTC2
chr1	153931487	153931657	171	*	X01745	200186	153920148	153931132	10985	-	354	upstream	354	CRTC2
chr1	153940753	153940992	240	*	X01748	27173	153931575	153940660	9086	-	92	upstream	92	SLC39A1
chr1	153958483	153958572	90	*	X01749	5872	153954093	153958853	4761	-	0	inside	280	RAB13
chr1	153958787	153958921	135	*	X01750	5872	153954093	153958853	4761	-	0	overlapStart	0	RAB13
chr1	154192605	154192739	135	*	X01753	9898	154192655	154243986	51332	+	0	overlapStart	0	UBAP2L
chr1	154192755	154192889	135	*	X01754	9898	154192655	154243986	51332	+	0	inside	99	UBAP2L
chr1	154193325	154193669	345	*	X01755	25912	154179183	154193273	14091	-	51	upstream	51	C1orf43
chr1	154193955	154194089	135	*	X01756	25912	154179183	154193273	14091	-	681	upstream	681	C1orf43
chr1	154297435	154297719	285	*	X01758	57198	154298036	154323780	25745	+	316	upstream	316	ATP8B2
chr1	154298320	154298484	165	*	X01759	57198	154298036	154323780	25745	+	0	inside	283	ATP8B2
chr1	154377939	154378043	105	*	X01767	3570	154377669	154441926	64258	+	0	inside	269	IL6R
chr1	154530850	154530999	150	*	X01769	55585	154521051	154531120	10070	-	0	inside	120	UBE2Q1
chr1	154531060	154531284	225	*	X01770	55585	154521051	154531120	10070	-	0	overlapStart	0	UBE2Q1
chr1	154531676	154531795	120	*	X01771	55585	154521051	154531120	10070	-	555	upstream	555	UBE2Q1
chr1	154600105	154600209	105	*	X01774	103	154554534	154600456	45923	-	0	inside	246	ADAR
chr1	154600315	154600419	105	*	X01775	103	154554534	154600456	45923	-	0	inside	36	ADAR
chr1	154973130	154973189	60	*	X01781	51043	154975106	154991001	15896	+	1916	upstream	1916	ZBTB7B
chr1	154973590	154973709	120	*	X01782	51043	154975106	154991001	15896	+	1396	upstream	1396	ZBTB7B
chr1	154973755	154973904	150	*	X01783	51043	154975106	154991001	15896	+	1201	upstream	1201	ZBTB7B
chr1	154974075	154974194	120	*	X01784	51043	154975106	154991001	15896	+	911	upstream	911	ZBTB7B
chr1	154974285	154974464	180	*	X01785	51043	154975106	154991001	15896	+	641	upstream	641	ZBTB7B
chr1	154974805	154975074	270	*	X01786	51043	154975106	154991001	15896	+	31	upstream	31	ZBTB7B
chr1	154975110	154975364	255	*	X01787	51043	154975106	154991001	15896	+	0	inside	3	ZBTB7B
chr1	155023695	155023814	120	*	X01791	8751	155023422	155035252	11831	+	0	inside	272	ADAM15
chr1	155035502	155035606	105	*	X01793	1944	155036213	155060014	23802	+	606	upstream	606	EFNA3
chr1	155035502	155035606	105	*	X01793	1945	155036213	155042029	5817	+	606	upstream	606	EFNA4
chr1	155036520	155036654	135	*	X01794	100505666	155017668	155036467	18800	-	52	upstream	52	DCST1-AS1
chr1	155099024	155099143	120	*	X01801	1942	155100349	155107386	7038	+	1205	upstream	1205	EFNA1
chr1	155099264	155099323	60	*	X01802	1942	155100349	155107386	7038	+	1025	upstream	1025	EFNA1
chr1	155099865	155099984	120	*	X01803	1942	155100349	155107386	7038	+	364	upstream	364	EFNA1
chr1	155100629	155100733	105	*	X01804	1942	155100349	155107386	7038	+	0	inside	279	EFNA1
chr1	155108190	155108369	180	*	X01806	55974	155108288	155111334	3047	+	0	overlapStart	0	SLC50A1
chr1	155112824	155112943	120	*	X01808	54344	155112367	155112996	630	-	0	inside	52	DPM3
chr1	155145129	155145233	105	*	X01809	80128	155145421	155157447	12027	+	187	upstream	187	TRIM46
chr1	155145404	155145673	270	*	X01810	80128	155145421	155157447	12027	+	0	overlapStart	0	TRIM46
chr1	155145404	155145673	270	*	X01810	200185	155141884	155145804	3921	-	0	inside	130	KRTCAP2
chr1	155146154	155146258	105	*	X01811	200185	155141884	155145804	3921	-	349	upstream	349	KRTCAP2
chr1	155146389	155146963	575	*	X01812	200185	155141884	155145804	3921	-	584	upstream	584	KRTCAP2
chr1	155147244	155147393	150	*	X01813	200185	155141884	155145804	3921	-	1439	upstream	1439	KRTCAP2
chr1	155147469	155147693	225	*	X01814	200185	155141884	155145804	3921	-	1664	upstream	1664	KRTCAP2
chr1	155163008	155163247	240	*	X01815	4582	155158300	155162706	4407	-	301	upstream	301	MUC1
chr1	155163008	155163247	240	*	X01815	693235	155164968	155165063	96	+	1720	upstream	1720	MIR92B
chr1	155163710	155163844	135	*	X01816	4582	155158300	155162706	4407	-	1003	upstream	1003	MUC1
chr1	155163710	155163844	135	*	X01816	693235	155164968	155165063	96	+	1123	upstream	1123	MIR92B
chr1	155164778	155164867	90	*	X01817	693235	155164968	155165063	96	+	100	upstream	100	MIR92B
chr1	155164943	155165107	165	*	X01818	693235	155164968	155165063	96	+	0	includeFeature	0	MIR92B
chr1	155177078	155177242	165	*	X01820	4580	155178490	155183624	5135	+	1247	upstream	1247	MTX1
chr1	155177765	155177869	105	*	X01821	4580	155178490	155183624	5135	+	620	upstream	620	MTX1
chr1	155178140	155178244	105	*	X01822	4580	155178490	155183624	5135	+	245	upstream	245	MTX1
chr1	155178398	155178517	120	*	X01823	4580	155178490	155183624	5135	+	0	overlapStart	0	MTX1
chr1	155215349	155215468	120	*	X01825	2629	155204239	155214653	10415	-	695	upstream	695	GBA
chr1	155224994	155225173	180	*	X01826	10712	155216996	155225274	8279	-	0	inside	100	FAM189B
chr1	155225234	155225383	150	*	X01827	10712	155216996	155225274	8279	-	0	overlapStart	0	FAM189B
chr1	155225576	155225680	105	*	X01828	10712	155216996	155225274	8279	-	301	upstream	301	FAM189B
chr1	155232401	155232520	120	*	X01829	10067	155225770	155232176	6407	-	224	upstream	224	SCAMP3
chr1	155247663	155247767	105	*	X01832	1196	155232659	155247501	14843	-	161	upstream	161	CLK2
chr1	155248173	155248287	115	*	X01833	1196	155232659	155247501	14843	-	671	upstream	671	CLK2
chr1	155293359	155293703	345	*	X01840	284618	155290251	155293938	3688	-	0	inside	234	RUSC1-AS1
chr1	155295033	155295137	105	*	X01841	284618	155290251	155293938	3688	-	1094	upstream	1094	RUSC1-AS1
chr1	155532244	155532438	195	*	X01842	55870	155305052	155532585	227534	-	0	inside	146	ASH1L
chr1	155532484	155532738	255	*	X01843	55870	155305052	155532585	227534	-	0	overlapStart	0	ASH1L
chr1	155657630	155657749	120	*	X01844	7818	155658882	155708800	49919	+	1132	upstream	1132	DAP3
chr1	155658425	155658589	165	*	X01845	7818	155658882	155708800	49919	+	292	upstream	292	DAP3
chr1	155830017	155830196	180	*	X01847	54856	155719510	155829191	109682	-	825	upstream	825	GON4L
chr1	155830377	155830496	120	*	X01848	54856	155719510	155829191	109682	-	1185	upstream	1185	GON4L
chr1	155880896	155881045	150	*	X01850	6016	155867599	155881193	13595	-	0	inside	147	RIT1
chr1	155881166	155881270	105	*	X01851	6016	155867599	155881193	13595	-	0	overlapStart	0	RIT1
chr1	155990486	155990605	120	*	X01854	6746	155978839	155990758	11920	-	0	inside	152	SSR2
chr1	156022901	156023410	510	*	X01855	28956	156024517	156028605	4089	+	1106	upstream	1106	LAMTOR2
chr1	156022901	156023410	510	*	X01855	56893	156005092	156023516	18425	-	0	inside	105	UBQLN4
chr1	156023441	156023572	132	*	X01856	28956	156024517	156028605	4089	+	944	upstream	944	LAMTOR2
chr1	156023441	156023572	132	*	X01856	56893	156005092	156023516	18425	-	0	overlapStart	0	UBQLN4
chr1	156023625	156023635	11	*	X01857	28956	156024517	156028605	4089	+	881	upstream	881	LAMTOR2
chr1	156023625	156023635	11	*	X01857	56893	156005092	156023516	18425	-	108	upstream	108	UBQLN4
chr1	156024811	156025045	235	*	X01858	28956	156024517	156028605	4089	+	0	inside	293	LAMTOR2
